,Unnamed: 0,dao_id,proposal_id,bribe_function,private_ratio,noised_ratio,target_side,epsilon,w_max,W_total,num_voters,public_cost_abs,private_cost_abs,noised_cost_abs,min_swing_voters
941,941,apecoin.eth,0xa4d554e8d4f850c8034dfe9d4c90c92e37dff3b92328db00cd3ce03ed48eb0da,top_10,3.0645535887090776,1.330866917774569,losing,1.4554989534723837e-06,6949444.428479249,20582167.14211352,383,1.876680180430412,5.751186981797218,2.497611567378044,2
942,942,apecoin.eth,0xc40d7e08c85994a452e79302613c6b1a1d78c8019b9469a18010dd4350c98b84,top_mdc_log,1.1118750113017848,1.0001735954141877,losing,2.3070521461637583e-06,6338995.631265477,12985108.631096143,213,2.575153484940529,2.863248810172081,2.5756005197763443,2
943,943,apecoin.eth,0xc40d7e08c85994a452e79302613c6b1a1d78c8019b9469a18010dd4350c98b84,linear_weight,2.1767837735526494,1.7992656905724271,losing,2.3070521461637583e-06,6338995.631265477,12985108.631096143,213,2.288008108735085,4.980498924851418,4.116734489798546,2
944,944,apecoin.eth,0xc40d7e08c85994a452e79302613c6b1a1d78c8019b9469a18010dd4350c98b84,whale_90,1.0557525514794452,1.0,losing,2.3070521461637583e-06,6338995.631265477,12985108.631096143,213,4.399316385388374,4.644589498639107,4.399316385388374,2
945,945,apecoin.eth,0xc40d7e08c85994a452e79302613c6b1a1d78c8019b9469a18010dd4350c98b84,whale_99,1.0991748315210998,1.000188225803741,losing,2.3070521461637583e-06,6338995.631265477,12985108.631096143,213,2.770824357867241,3.045620396733284,2.7713458985090256,2
946,946,apecoin.eth,0xc40d7e08c85994a452e79302613c6b1a1d78c8019b9469a18010dd4350c98b84,log_whale_99,1.1118750113017848,1.0001735954141877,losing,2.3070521461637583e-06,6338995.631265477,12985108.631096143,213,2.575153484940529,2.863248810172081,2.5756005197763443,2
947,947,apecoin.eth,0xc40d7e08c85994a452e79302613c6b1a1d78c8019b9469a18010dd4350c98b84,top_10,1.063437110549604,1.0,losing,2.3070521461637583e-06,6338995.631265477,12985108.631096143,213,4.07281331717968,4.331180825829506,4.07281331717968,2
948,948,apecoin.eth,0x97cd414853e62a294d3073f40c76adf44ddc0608435164dec5447485fc02d1a7,top_mdc_log,2.1205679348847184,1.0020162934843475,losing,1.7680931603139644e-06,6949444.428479249,16943294.28332855,308,10.161763057112694,21.548708900809288,10.182252153754234,2
949,949,apecoin.eth,0x97cd414853e62a294d3073f40c76adf44ddc0608435164dec5447485fc02d1a7,linear_weight,2.783196931300458,1.2794510683671916,losing,1.7680931603139644e-06,6949444.428479249,16943294.28332855,308,2.017607912421227,5.6154001504182816,2.581430599093438,2
950,950,apecoin.eth,0x97cd414853e62a294d3073f40c76adf44ddc0608435164dec5447485fc02d1a7,whale_90,2.7725721391889087,1.274582594477581,losing,1.7680931603139644e-06,6949444.428479249,16943294.28332855,308,2.022041007876396,5.606254562735557,2.57725827395916,2
951,951,apecoin.eth,0x97cd414853e62a294d3073f40c76adf44ddc0608435164dec5447485fc02d1a7,whale_99,2.220464879038204,1.073115040227618,losing,1.7680931603139644e-06,6949444.428479249,16943294.28332855,308,2.3371260613203044,5.189506337046623,2.508005127310753,2
952,952,apecoin.eth,0x97cd414853e62a294d3073f40c76adf44ddc0608435164dec5447485fc02d1a7,log_whale_99,2.111556702335265,1.069195290364878,losing,1.7680931603139644e-06,6949444.428479249,16943294.28332855,308,2.4291407316923137,5.129268392920494,2.5972258299589157,2
953,953,apecoin.eth,0x97cd414853e62a294d3073f40c76adf44ddc0608435164dec5447485fc02d1a7,top_10,2.69816726277091,1.2411887633216832,losing,1.7680931603139644e-06,6949444.428479249,16943294.28332855,308,2.0544882863759995,5.543353036046028,2.550007775425911,2
954,954,apecoin.eth,0x737d9bb6d188709bff465ae78e9c5ba0f769b1e47e8e1b0384f05b6f2eabdb5c,top_mdc_log,1.016069079517562,1.0005150639048777,losing,1.0874007428835374e-06,6704660.852826431,27549477.90094382,383,24.44644458591938,24.83927644789219,24.45903606712818,2
955,955,apecoin.eth,0x737d9bb6d188709bff465ae78e9c5ba0f769b1e47e8e1b0384f05b6f2eabdb5c,linear_weight,4.382532550314531,1.7559113043114798,losing,1.0874007428835374e-06,6704660.852826431,27549477.90094382,383,2.228142693638802,9.764907881617548,3.9124209433794026,2
956,956,apecoin.eth,0x737d9bb6d188709bff465ae78e9c5ba0f769b1e47e8e1b0384f05b6f2eabdb5c,whale_90,4.260658813935201,1.7085349565825223,losing,1.0874007428835374e-06,6704660.852826431,27549477.90094382,383,2.238349989056587,9.53684560954571,3.8242992013692856,2
957,957,apecoin.eth,0x737d9bb6d188709bff465ae78e9c5ba0f769b1e47e8e1b0384f05b6f2eabdb5c,whale_99,1.63370561276226,1.0133205623300678,losing,1.0874007428835374e-06,6704660.852826431,27549477.90094382,383,3.976831212639809,6.496971473097801,4.029804840683937,2
958,958,apecoin.eth,0x737d9bb6d188709bff465ae78e9c5ba0f769b1e47e8e1b0384f05b6f2eabdb5c,log_whale_99,1.6019521156785046,1.0493736740568285,losing,1.0874007428835374e-06,6704660.852826431,27549477.90094382,383,4.552332684397698,7.292618975043299,4.777098074555397,2
959,959,apecoin.eth,0x737d9bb6d188709bff465ae78e9c5ba0f769b1e47e8e1b0384f05b6f2eabdb5c,top_10,3.415729855474549,1.4317371499378493,losing,1.0874007428835374e-06,6704660.852826431,27549477.90094382,383,2.390081062912941,8.163871243596077,3.4219678491353993,2
960,960,apecoin.eth,0x47a0136d88a889d9d568d42b5487f55179f4084fbc1858d4c4398e85b0cd18ec,top_mdc_log,1.0694396683148883,1.000333731347889,losing,1.673088064765638e-06,6949444.428479249,17905406.99346645,329,22.939024493098255,24.531902745366096,22.9466799646616,2
961,961,apecoin.eth,0x47a0136d88a889d9d568d42b5487f55179f4084fbc1858d4c4398e85b0cd18ec,linear_weight,3.203508398611535,1.4689657006822625,losing,1.673088064765638e-06,6949444.428479249,17905406.99346645,329,2.100812271237374,6.729969754815102,3.086021170020104,2
962,962,apecoin.eth,0x47a0136d88a889d9d568d42b5487f55179f4084fbc1858d4c4398e85b0cd18ec,whale_90,3.1257097329171613,1.433662681509953,losing,1.673088064765638e-06,6949444.428479249,17905406.99346645,329,2.1274294704198837,6.649727001786233,3.050016239285469,2
963,963,apecoin.eth,0x47a0136d88a889d9d568d42b5487f55179f4084fbc1858d4c4398e85b0cd18ec,whale_99,1.5346935966166768,1.0009789001139502,losing,1.673088064765638e-06,6949444.428479249,17905406.99346645,329,3.6533642560243607,5.606794729828835,3.656940534710884,2
964,964,apecoin.eth,0x47a0136d88a889d9d568d42b5487f55179f4084fbc1858d4c4398e85b0cd18ec,log_whale_99,1.4913420960812127,1.0009983522094907,losing,1.673088064765638e-06,6949444.428479249,17905406.99346645,329,3.6568101495504384,5.453554913401604,3.6604609340429306,2
965,965,apecoin.eth,0x47a0136d88a889d9d568d42b5487f55179f4084fbc1858d4c4398e85b0cd18ec,top_10,2.81832587121134,1.300361070419048,losing,1.673088064765638e-06,6949444.428479249,17905406.99346645,329,2.25692056119442,6.36073760688305,2.9348116368055344,2
966,966,apecoin.eth,0x9a0bcc0a34d4b82cec9aac4c551a3132e11bcf1565b6395b2350efc1434eb854,top_mdc_log,1.0002026662775474,1.0,losing,2.091372437063468e-06,6338995.631265477,14324240.96475303,237,2.297675237059593,2.298140898346901,2.297675237059593,1
967,967,apecoin.eth,0x9a0bcc0a34d4b82cec9aac4c551a3132e11bcf1565b6395b2350efc1434eb854,linear_weight,2.386899866279493,1.716081709384494,losing,2.091372437063468e-06,6338995.631265477,14324240.96475303,237,1.6645621508359902,3.9731431752443305,2.856524661183356,1
968,968,apecoin.eth,0x9a0bcc0a34d4b82cec9aac4c551a3132e11bcf1565b6395b2350efc1434eb854,whale_90,2.168025234850859,1.5707898104731008,losing,2.091372437063468e-06,6338995.631265477,14324240.96475303,237,1.7537828534841533,3.802245482802391,2.754824236035347,1
969,969,apecoin.eth,0x9a0bcc0a34d4b82cec9aac4c551a3132e11bcf1565b6395b2350efc1434eb854,whale_99,1.000027411811064,0.9999862940944678,losing,2.091372437063468e-06,6338995.631265477,14324240.96475303,237,2.7180183678865437,2.7180928736925125,2.7179811149835587,1
970,970,apecoin.eth,0x9a0bcc0a34d4b82cec9aac4c551a3132e11bcf1565b6395b2350efc1434eb854,log_whale_99,1.0001105033427262,0.999896863546789,losing,2.091372437063468e-06,6338995.631265477,14324240.96475303,237,2.528401091694832,2.5286804884672165,2.5281403213739395,1
971,971,apecoin.eth,0x9a0bcc0a34d4b82cec9aac4c551a3132e11bcf1565b6395b2350efc1434eb854,top_10,1.5803422362342117,1.1591418317371562,losing,2.091372437063468e-06,6338995.631265477,14324240.96475303,237,2.3484695702791214,3.711385652422905,2.722209319472313,1
972,972,apecoin.eth,0x0ca397b0211570f2ee7886edd7d89544905e9f8a518e80e2e2697f9b072c3193,top_mdc_log,1.2100147531024907,1.001051605229439,losing,1.3036764074042816e-06,7838118.965708209,22979109.359804407,253,1.824377104640007,2.207523211836815,1.826295629143715,1
973,973,apecoin.eth,0x0ca397b0211570f2ee7886edd7d89544905e9f8a518e80e2e2697f9b072c3193,linear_weight,4.153538019549909,1.7680287759701967,losing,1.3036764074042816e-06,7838118.965708209,22979109.359804407,253,0.7974635809659958,3.312295302748681,1.4099385589361193,1
974,974,apecoin.eth,0x0ca397b0211570f2ee7886edd7d89544905e9f8a518e80e2e2697f9b072c3193,whale_90,3.966952489181216,1.693022027847607,losing,1.3036764074042816e-06,7838118.965708209,22979109.359804407,253,0.8113402873277664,3.2185483723878856,1.3736169785261152,1
975,975,apecoin.eth,0x0ca397b0211570f2ee7886edd7d89544905e9f8a518e80e2e2697f9b072c3193,whale_99,1.2100147531024907,1.0010516052294387,losing,1.3036764074042816e-06,7838118.965708209,22979109.359804407,253,1.824377104640007,2.207523211836815,1.826295629143715,1
976,976,apecoin.eth,0x0ca397b0211570f2ee7886edd7d89544905e9f8a518e80e2e2697f9b072c3193,log_whale_99,1.2100147531024907,1.001051605229439,losing,1.3036764074042816e-06,7838118.965708209,22979109.359804407,253,1.824377104640007,2.207523211836815,1.826295629143715,1
977,977,apecoin.eth,0x0ca397b0211570f2ee7886edd7d89544905e9f8a518e80e2e2697f9b072c3193,top_10,3.966952489181216,1.693022027847607,losing,1.3036764074042816e-06,7838118.965708209,22979109.359804407,253,0.8113402873277664,3.2185483723878856,1.3736169785261152,1
978,978,apecoin.eth,0xad1b1e3c9754e49279ef11adc6f4aab5a77c34a44872be2dfc1d3b1a2922ed10,top_mdc_log,2.392592527690129,1.0529981348248894,losing,1.5446326947951086e-06,6300163.22714515,19394463.704210058,120,8.503450080752373,20.34529112279415,8.954117074608803,2
979,979,apecoin.eth,0xad1b1e3c9754e49279ef11adc6f4aab5a77c34a44872be2dfc1d3b1a2922ed10,linear_weight,3.8583718585131312,1.405218314764927,losing,1.5446326947951086e-06,6300163.22714515,19394463.704210058,120,1.911791041493416,7.376400753855705,2.686483785510063,2
980,980,apecoin.eth,0xad1b1e3c9754e49279ef11adc6f4aab5a77c34a44872be2dfc1d3b1a2922ed10,whale_90,3.5778402994683005,1.308185307932572,losing,1.5446326947951086e-06,6300163.22714515,19394463.704210058,120,1.9530300050973897,6.98762945830822,2.554925158619881,2
981,981,apecoin.eth,0xad1b1e3c9754e49279ef11adc6f4aab5a77c34a44872be2dfc1d3b1a2922ed10,whale_99,,,losing,1.5446326947951086e-06,6300163.22714515,19394463.704210058,120,inf,inf,inf,2
982,982,apecoin.eth,0xad1b1e3c9754e49279ef11adc6f4aab5a77c34a44872be2dfc1d3b1a2922ed10,log_whale_99,,,losing,1.5446326947951086e-06,6300163.22714515,19394463.704210058,120,inf,inf,inf,2
983,983,apecoin.eth,0xad1b1e3c9754e49279ef11adc6f4aab5a77c34a44872be2dfc1d3b1a2922ed10,top_10,3.5778402994683005,1.308185307932572,losing,1.5446326947951086e-06,6300163.22714515,19394463.704210058,120,1.9530300050973897,6.98762945830822,2.554925158619881,2
984,984,apecoin.eth,0x5be3f0ce4a22911863821f808fa06d887049db12db8c5a6540612ed83da9eb19,top_mdc_log,1.0191206830849375,1.000075377200072,losing,1.7308070500509772e-06,6326851.409320966,17308297.15227794,440,2.2239889949560165,2.2665131837129593,2.2241566330194473,1
985,985,apecoin.eth,0x5be3f0ce4a22911863821f808fa06d887049db12db8c5a6540612ed83da9eb19,linear_weight,3.0387493337578824,1.3342770321249835,losing,1.7308070500509772e-06,6326851.409320966,17308297.15227794,440,1.3454537838697431,4.0884967893362045,1.7952080816030502,1
986,986,apecoin.eth,0x5be3f0ce4a22911863821f808fa06d887049db12db8c5a6540612ed83da9eb19,whale_90,2.995829576970457,1.315630828097365,losing,1.7308070500509772e-06,6326851.409320966,17308297.15227794,440,1.3532955199480057,4.054242745041848,1.780437305569649,1
987,987,apecoin.eth,0x5be3f0ce4a22911863821f808fa06d887049db12db8c5a6540612ed83da9eb19,whale_99,1.322894702590134,1.00045369182425,losing,1.7308070500509772e-06,6326851.409320966,17308297.15227794,440,2.5043729692697525,3.3130217343568797,2.5055091828107834,1
988,988,apecoin.eth,0x5be3f0ce4a22911863821f808fa06d887049db12db8c5a6540612ed83da9eb19,log_whale_99,1.1751542904399312,1.0088945194452144,losing,1.7308070500509772e-06,6326851.409320966,17308297.15227794,440,2.1171849220991135,2.4880189448595047,2.1360162645578384,1
989,989,apecoin.eth,0x5be3f0ce4a22911863821f808fa06d887049db12db8c5a6540612ed83da9eb19,top_10,2.942442309136976,1.2927738736708392,losing,1.7308070500509772e-06,6326851.409320966,17308297.15227794,440,1.363707706332207,4.012631252408028,1.7629656940698624,1
990,990,apecoin.eth,0x224413fb2e61f2e643d8ed5e4836a533872482f4d3022f3beb9b1b6854027c8a,top_mdc_log,1.1098367406832372,1.0004449514576894,losing,1.7097765116984042e-06,6326851.409320966,17521192.115209162,463,1.9675027579069135,2.1836068481206894,1.9683782011270523,1
991,991,apecoin.eth,0x224413fb2e61f2e643d8ed5e4836a533872482f4d3022f3beb9b1b6854027c8a,linear_weight,3.0555793073963233,1.1056481877345492,losing,1.7097765116984042e-06,6326851.409320966,17521192.115209162,463,0.980263575911522,2.9952730983495712,1.083826646208763,1
992,992,apecoin.eth,0x224413fb2e61f2e643d8ed5e4836a533872482f4d3022f3beb9b1b6854027c8a,whale_90,3.0479890701050296,1.1029231776392563,losing,1.7097765116984042e-06,6326851.409320966,17521192.115209162,463,0.9816046804189682,2.9919203370809555,1.0826345533132553,1
993,993,apecoin.eth,0x224413fb2e61f2e643d8ed5e4836a533872482f4d3022f3beb9b1b6854027c8a,whale_99,1.1098367406832372,1.0004449514576894,losing,1.7097765116984042e-06,6326851.409320966,17521192.115209162,463,1.9675027579069135,2.1836068481206894,1.9683782011270523,1
994,994,apecoin.eth,0x224413fb2e61f2e643d8ed5e4836a533872482f4d3022f3beb9b1b6854027c8a,log_whale_99,1.1098367406832372,1.0004449514576894,losing,1.7097765116984042e-06,6326851.409320966,17521192.115209162,463,1.9675027579069135,2.1836068481206894,1.9683782011270523,1
995,995,apecoin.eth,0x224413fb2e61f2e643d8ed5e4836a533872482f4d3022f3beb9b1b6854027c8a,top_10,3.055483245769878,1.1056081780784175,losing,1.7097765116984042e-06,6326851.409320966,17521192.115209162,463,0.9802822023630142,2.995235845446587,1.0838080197572708,1
996,996,apecoin.eth,0x820391413f03f412758e8456871018347ecb29a659354cad0ecc4173f5684327,top_mdc_log,1.111775147114807,1.0004036197351704,losing,1.4103192725762351e-06,7838118.965708209,21241518.36967863,230,2.0305346697568893,2.2574979811906815,2.031354233622551,1
997,997,apecoin.eth,0x820391413f03f412758e8456871018347ecb29a659354cad0ecc4173f5684327,linear_weight,3.618875119161106,1.787276102553811,losing,1.4103192725762351e-06,7838118.965708209,21241518.36967863,230,0.9281095117330552,3.3587124198675156,1.6587879508733754,1
998,998,apecoin.eth,0x820391413f03f412758e8456871018347ecb29a659354cad0ecc4173f5684327,whale_90,3.367060927371152,1.672776573722216,losing,1.4103192725762351e-06,7838118.965708209,21241518.36967863,230,0.9582657366991044,3.226539120078086,1.602964475750923,1
999,999,apecoin.eth,0x820391413f03f412758e8456871018347ecb29a659354cad0ecc4173f5684327,whale_99,1.111775147114807,1.0004036197351704,losing,1.4103192725762351e-06,7838118.965708209,21241518.36967863,230,2.0305346697568893,2.2574979811906815,2.031354233622551,1
1000,1000,apecoin.eth,0x820391413f03f412758e8456871018347ecb29a659354cad0ecc4173f5684327,log_whale_99,1.111775147114807,1.0004036197351704,losing,1.4103192725762351e-06,7838118.965708209,21241518.36967863,230,2.0305346697568893,2.2574979811906815,2.031354233622551,1
1001,1001,apecoin.eth,0x820391413f03f412758e8456871018347ecb29a659354cad0ecc4173f5684327,top_10,3.425127114907958,1.698010247567917,losing,1.4103192725762351e-06,7838118.965708209,21241518.36967863,230,0.9506288915872574,3.256024792790413,1.6141775995492935,1
1002,1002,apecoin.eth,0x72301b8132fc13df0c797b4202db53cc33f271ce461a48ec7fe2f197791cf549,top_mdc_log,1.123475002176114,1.000320690492443,losing,1.5996049913192104e-06,7296485.042750686,18727950.27404472,281,2.0328816026449203,2.283891662955284,2.033533528447151,1
1003,1003,apecoin.eth,0x72301b8132fc13df0c797b4202db53cc33f271ce461a48ec7fe2f197791cf549,linear_weight,3.3131119486033316,1.7501145577137087,losing,1.5996049913192104e-06,7296485.042750686,18727950.27404472,281,0.9958911687135696,3.299498930573464,1.7429236322641375,1
1004,1004,apecoin.eth,0x72301b8132fc13df0c797b4202db53cc33f271ce461a48ec7fe2f197791cf549,whale_90,2.9106704949077997,1.5591210172183585,losing,1.5996049913192104e-06,7296485.042750686,18727950.27404472,281,1.0671745985746384,3.106193616986275,1.6638543456792834,1
1005,1005,apecoin.eth,0x72301b8132fc13df0c797b4202db53cc33f271ce461a48ec7fe2f197791cf549,whale_99,1.123475002176114,1.000320690492443,losing,1.5996049913192104e-06,7296485.042750686,18727950.27404472,281,2.0328816026449203,2.283891662955284,2.033533528447151,1
1006,1006,apecoin.eth,0x72301b8132fc13df0c797b4202db53cc33f271ce461a48ec7fe2f197791cf549,log_whale_99,1.123475002176114,1.000320690492443,losing,1.5996049913192104e-06,7296485.042750686,18727950.27404472,281,2.0328816026449203,2.283891662955284,2.033533528447151,1
1007,1007,apecoin.eth,0x72301b8132fc13df0c797b4202db53cc33f271ce461a48ec7fe2f197791cf549,top_10,3.0519664558948834,1.6246378761379432,losing,1.5996049913192104e-06,7296485.042750686,18727950.27404472,281,1.0383781045675278,3.169095143675804,1.6869883984327314,1
1008,1008,apecoin.eth,0x129616a3f584ad8ef1764e6e148da9c859919a850efe75f55389ea56ae2f9a8d,top_mdc_log,3.198419870257718,1.1094647920505507,losing,1.8984746256086523e-06,6355873.047303403,15779680.34518005,249,5.534430965781212,17.70143397152424,6.140256300568581,2
1009,1009,apecoin.eth,0x129616a3f584ad8ef1764e6e148da9c859919a850efe75f55389ea56ae2f9a8d,linear_weight,3.3897882776523995,1.66035282709559,losing,1.8984746256086523e-06,6355873.047303403,15779680.34518005,249,2.1417718380689625,7.260153070092202,3.55609692633152,2
1010,1010,apecoin.eth,0x129616a3f584ad8ef1764e6e148da9c859919a850efe75f55389ea56ae2f9a8d,whale_90,3.123698997980787,1.5323053186690894,losing,1.8984746256086523e-06,6355873.047303403,15779680.34518005,249,2.209292724728584,6.90116547048092,3.3853109925985336,2
1011,1011,apecoin.eth,0x129616a3f584ad8ef1764e6e148da9c859919a850efe75f55389ea56ae2f9a8d,whale_99,1.9608363565352045,1.0430060207328844,losing,1.8984746256086523e-06,6355873.047303403,15779680.34518005,249,3.3860746771097188,6.6395383328199395,3.5316962748765945,2
1012,1012,apecoin.eth,0x129616a3f584ad8ef1764e6e148da9c859919a850efe75f55389ea56ae2f9a8d,log_whale_99,3.198419870257718,1.1094647920505507,losing,1.8984746256086523e-06,6355873.047303403,15779680.34518005,249,5.534430965781212,17.70143397152424,6.140256300568581,2
1013,1013,apecoin.eth,0x129616a3f584ad8ef1764e6e148da9c859919a850efe75f55389ea56ae2f9a8d,top_10,2.8048609478888222,1.3936961449440486,losing,1.8984746256086523e-06,6355873.047303403,15779680.34518005,249,2.3378152400255203,6.557246670126915,3.258204087615013,2
1014,1014,apecoin.eth,0x903855683bde0af547e5c28025369033dc4c944cef7939995682057111dbd987,top_mdc_log,1.0045686171147423,1.0,losing,3.5508889406977835e-06,3810806.698005173,8436569.89442565,250,2.279067412018776,2.289479598402977,2.279067412018776,1
1015,1015,apecoin.eth,0x903855683bde0af547e5c28025369033dc4c944cef7939995682057111dbd987,linear_weight,2.319142915533477,1.6776081704946209,losing,3.5508889406977835e-06,3810806.698005173,8436569.89442565,250,1.777270808815956,4.121745005249977,2.9815640300512314,1
1016,1016,apecoin.eth,0x903855683bde0af547e5c28025369033dc4c944cef7939995682057111dbd987,whale_90,2.1830252723333654,1.5860482107431515,losing,3.5508889406977835e-06,3810806.698005173,8436569.89442565,250,1.8355716019868853,4.007099196314812,2.91130505502224,1
1017,1017,apecoin.eth,0x903855683bde0af547e5c28025369033dc4c944cef7939995682057111dbd987,whale_99,1.0001908500141548,0.999974553331446,losing,3.5508889406977835e-06,3810806.698005173,8436569.89442565,250,2.92791984975338,2.928478643298149,2.9278453439474106,1
1018,1018,apecoin.eth,0x903855683bde0af547e5c28025369033dc4c944cef7939995682057111dbd987,log_whale_99,1.0036511111028656,0.9993321138226464,losing,3.5508889406977835e-06,3810806.698005173,8436569.89442565,250,2.5099795311689377,2.519143745303154,2.50830315053463,1
1019,1019,apecoin.eth,0x903855683bde0af547e5c28025369033dc4c944cef7939995682057111dbd987,top_10,1.3918728544867074,1.0353368771076883,losing,3.5508889406977835e-06,3810806.698005173,8436569.89442565,250,2.7699675410985947,3.8554426282644263,2.8678495436906815,1
1020,1020,apecoin.eth,0xf0e20d0b1d5308291807997e1f07187cac6ce864ac3cdbe8560d775c95a68a14,top_mdc_log,1.2428247829399093,1.000110989471135,losing,1.8910186640517153e-06,7871403.154786035,15841896.912510132,274,1.846039667725563,2.294303849339485,1.8462445586919785,1
1021,1021,apecoin.eth,0xf0e20d0b1d5308291807997e1f07187cac6ce864ac3cdbe8560d775c95a68a14,linear_weight,2.079762250782458,2.0161883459074192,losing,1.8910186640517153e-06,7871403.154786035,15841896.912510132,274,2.210894599556923,4.598135128617288,4.457579925656319,1
1022,1022,apecoin.eth,0xf0e20d0b1d5308291807997e1f07187cac6ce864ac3cdbe8560d775c95a68a14,whale_90,1.000312417339579,1.0,losing,1.8910186640517153e-06,7871403.154786035,15841896.912510132,274,4.471531137824059,4.472928121685983,4.471531137824059,1
1023,1023,apecoin.eth,0xf0e20d0b1d5308291807997e1f07187cac6ce864ac3cdbe8560d775c95a68a14,whale_99,1.0009474546056976,0.9998247482810272,losing,1.8910186640517153e-06,7871403.154786035,15841896.912510132,274,3.40108759701252,3.40430997312069,3.400491550564766,1
1024,1024,apecoin.eth,0xf0e20d0b1d5308291807997e1f07187cac6ce864ac3cdbe8560d775c95a68a14,log_whale_99,1.1989409750638114,0.9993629925195856,losing,1.8910186640517153e-06,7871403.154786035,15841896.912510132,274,2.1053198724985123,2.5241542607545853,2.103978767991066,1
1025,1025,apecoin.eth,0xf0e20d0b1d5308291807997e1f07187cac6ce864ac3cdbe8560d775c95a68a14,top_10,1.0004054144392232,1.0,losing,1.8910186640517153e-06,7871403.154786035,15841896.912510132,274,4.318756982684136,4.3205078691244125,4.318756982684136,1
1026,1026,apecoin.eth,0x19bd48d1b0ce21f6c2997619122cd298345417c18c6a2f13194bef10ea7e2065,top_mdc_log,1.4603837827489212,1.0144347083339469,losing,1.625938634253874e-06,7296485.042750686,18424633.073121488,270,15.80989919602871,23.088520392775536,16.038110479712486,2
1027,1027,apecoin.eth,0x19bd48d1b0ce21f6c2997619122cd298345417c18c6a2f13194bef10ea7e2065,linear_weight,3.7647563174989345,1.513238977373998,losing,1.625938634253874e-06,7296485.042750686,18424633.073121488,270,2.205027267336846,8.301390334963802,3.33673320710659,2
1028,1028,apecoin.eth,0x19bd48d1b0ce21f6c2997619122cd298345417c18c6a2f13194bef10ea7e2065,whale_90,3.703967557628449,1.4890788263988886,losing,1.625938634253874e-06,7296485.042750686,18424633.073121488,270,2.2184755653142925,8.217161521315573,3.3034849911928172,2
1029,1029,apecoin.eth,0x19bd48d1b0ce21f6c2997619122cd298345417c18c6a2f13194bef10ea7e2065,whale_99,1.5273513868609854,0.999451059971698,losing,1.625938634253874e-06,7296485.042750686,18424633.073121488,270,4.139663651585579,6.322721019387245,4.137391224503517,2
1030,1030,apecoin.eth,0x19bd48d1b0ce21f6c2997619122cd298345417c18c6a2f13194bef10ea7e2065,log_whale_99,1.2155801837564022,0.99939765713724,losing,1.625938634253874e-06,7296485.042750686,18424633.073121488,270,4.452960565686226,5.412930622696876,4.450278356671333,2
1031,1031,apecoin.eth,0x19bd48d1b0ce21f6c2997619122cd298345417c18c6a2f13194bef10ea7e2065,top_10,3.313362656151999,1.3460172501268393,losing,1.625938634253874e-06,7296485.042750686,18424633.073121488,270,2.3312587291002274,7.724305614829063,3.137914463877678,2
1032,1032,apecoin.eth,0x632d256bee1f63472611f855cacc41174fa8f463915bb638ce16af8ac9c5e2f1,top_mdc_log,1.037305660398114,1.0026385359033,losing,1.3721311183633636e-06,7838118.965708209,21832696.842610855,246,23.70542846620083,24.589775130152702,23.767976090312004,2
1033,1033,apecoin.eth,0x632d256bee1f63472611f855cacc41174fa8f463915bb638ce16af8ac9c5e2f1,linear_weight,5.008068003934493,2.037481006893015,losing,1.3721311183633636e-06,7838118.965708209,21832696.842610855,246,2.433350309729576,12.186383828520778,4.957905039191247,2
1034,1034,apecoin.eth,0x632d256bee1f63472611f855cacc41174fa8f463915bb638ce16af8ac9c5e2f1,whale_90,4.549202449420217,1.8636477004113383,losing,1.3721311183633636e-06,7838118.965708209,21832696.842610855,246,2.5018583983182907,11.381460353732107,4.662582650780677,2
1035,1035,apecoin.eth,0x632d256bee1f63472611f855cacc41174fa8f463915bb638ce16af8ac9c5e2f1,whale_99,1.3746814827849747,1.0446208760970188,losing,1.3721311183633636e-06,7838118.965708209,21832696.842610855,246,5.3983088582754135,7.42095522582531,5.63918612897396,2
1036,1036,apecoin.eth,0x632d256bee1f63472611f855cacc41174fa8f463915bb638ce16af8ac9c5e2f1,log_whale_99,1.2281733179517866,1.0041702909950092,losing,1.3721311183633636e-06,7838118.965708209,21832696.842610855,246,4.528993740677833,5.562389269471168,4.547880962491035,2
1037,1037,apecoin.eth,0x632d256bee1f63472611f855cacc41174fa8f463915bb638ce16af8ac9c5e2f1,top_10,1.957413803251733,1.0000113922680676,losing,1.3721311183633636e-06,7838118.965708209,21832696.842610855,246,4.905024543404579,9.601162746548653,4.905080422759055,2
1038,1038,apecoin.eth,0x9d6bc473ade0bd6e49afd122a309f4833df05ab9be1464404f94d4ed9ad32628,top_mdc_log,1.347420852680456,1.0008780075981427,losing,1.4304431220818918e-06,7955584.994229978,20942687.11078809,250,1.6547273844480517,2.229614183306694,1.6561802476644516,1
1039,1039,apecoin.eth,0x9d6bc473ade0bd6e49afd122a309f4833df05ab9be1464404f94d4ed9ad32628,linear_weight,3.651925516033807,1.9456635201418744,losing,1.4304431220818918e-06,7955584.994229978,20942687.11078809,250,0.8297432214021685,3.0301604419946675,1.6144011169672017,1
1040,1040,apecoin.eth,0x9d6bc473ade0bd6e49afd122a309f4833df05ab9be1464404f94d4ed9ad32628,whale_90,3.412535699160595,1.8223566332569576,losing,1.4304431220818918e-06,7955584.994229978,20942687.11078809,250,0.857645645737648,2.9267463833093643,1.5629362314939497,1
