,Unnamed: 0,dao_id,proposal_id,bribe_function,private_ratio,noised_ratio,target_side,epsilon,w_max,W_total,num_voters,public_cost_abs,private_cost_abs,noised_cost_abs,min_swing_voters
11899,11899,lido-snapshot.eth,QmbcfD7SGsZYMS2RD6SXbV6GJZkXzweoY9xDWq7XKri8vn,linear_weight,3.2842151942276683,1.093688481447559,losing,5.13697546699525e-07,20010000.0,58317044.5878394,37,2.2471789270639415,7.380219176411626,2.457713708281517,2
11900,11900,lido-snapshot.eth,QmbcfD7SGsZYMS2RD6SXbV6GJZkXzweoY9xDWq7XKri8vn,whale_90,2.7094733388756955,1.039055014781704,losing,5.13697546699525e-07,20010000.0,58317044.5878394,37,2.498151734471321,6.768675521016121,2.595717087388038,2
11901,11901,lido-snapshot.eth,QmbcfD7SGsZYMS2RD6SXbV6GJZkXzweoY9xDWq7XKri8vn,whale_99,,,losing,5.13697546699525e-07,20010000.0,58317044.5878394,37,inf,inf,inf,2
11902,11902,lido-snapshot.eth,QmbcfD7SGsZYMS2RD6SXbV6GJZkXzweoY9xDWq7XKri8vn,log_whale_99,,,losing,5.13697546699525e-07,20010000.0,58317044.5878394,37,inf,inf,inf,2
11903,11903,lido-snapshot.eth,QmbcfD7SGsZYMS2RD6SXbV6GJZkXzweoY9xDWq7XKri8vn,top_10,3.276123882741119,1.091003556184822,losing,5.13697546699525e-07,20010000.0,58317044.5878394,37,2.2496189922094345,7.370030507445335,2.454342320561409,2
11904,11904,lido-snapshot.eth,0x57cee570cec459a4b441d4f71682824fe69c83babb6896d06164bd437de856b4,top_mdc_log,,,losing,0.0089903740698079,1002.23337,3332.155314442861,141,inf,inf,inf,1
11905,11905,lido-snapshot.eth,0x57cee570cec459a4b441d4f71682824fe69c83babb6896d06164bd437de856b4,linear_weight,3.612916867002265,1.5426845163271103,losing,0.0089903740698079,1002.23337,3332.155314442861,141,1.607714220881462,5.8085378259420395,2.4801958352327356,1
11906,11906,lido-snapshot.eth,0x57cee570cec459a4b441d4f71682824fe69c83babb6896d06164bd437de856b4,whale_90,3.199336913482204,1.3710285615909632,losing,0.0089903740698079,1002.23337,3332.155314442861,141,1.6770046204328537,5.36530278623104,2.2992212325334545,1
11907,11907,lido-snapshot.eth,0x57cee570cec459a4b441d4f71682824fe69c83babb6896d06164bd437de856b4,whale_99,1.5510306893538277,1.0054421768707482,losing,0.0089903740698079,1002.23337,3332.155314442861,141,2.7175527065992355,4.215007647871972,2.7323421090841293,1
11908,11908,lido-snapshot.eth,0x57cee570cec459a4b441d4f71682824fe69c83babb6896d06164bd437de856b4,log_whale_99,2.6734167941121467,1.0155137653927242,losing,0.0089903740698079,1002.23337,3332.155314442861,141,3.635538741946221,9.719310328364372,3.6919396370649338,1
11909,11909,lido-snapshot.eth,0x57cee570cec459a4b441d4f71682824fe69c83babb6896d06164bd437de856b4,top_10,3.059643142998709,1.3159224432235823,losing,0.0089903740698079,1002.23337,3332.155314442861,141,1.7104577273130417,5.233390256762504,2.250829711556434,1
11910,11910,lido-snapshot.eth,0x74eaaca973a0a2f3b661e344b64d953e6061eb35d119faf396f348a484c9948f,top_mdc_log,2.878042711624986,1.19160245778285,losing,5.544372785447466e-07,11084410.77686613,54031941.74491671,230,13.212459161877632,38.02602179348469,15.743998810648918,4
11911,11911,lido-snapshot.eth,0x74eaaca973a0a2f3b661e344b64d953e6061eb35d119faf396f348a484c9948f,linear_weight,5.26625226453039,1.4157627935579304,losing,5.544372785447466e-07,11084410.77686613,54031941.74491671,230,2.801744267344475,14.75469209253788,3.9666052907705303,4
11912,11912,lido-snapshot.eth,0x74eaaca973a0a2f3b661e344b64d953e6061eb35d119faf396f348a484c9948f,whale_90,5.2479059305111155,1.4108728805956758,losing,5.544372785447466e-07,11084410.77686613,54031941.74491671,230,2.8029922395944595,14.709839597344398,3.95466573536396,4
11913,11913,lido-snapshot.eth,0x74eaaca973a0a2f3b661e344b64d953e6061eb35d119faf396f348a484c9948f,whale_99,,,losing,5.544372785447466e-07,11084410.77686613,54031941.74491671,230,inf,inf,inf,4
11914,11914,lido-snapshot.eth,0x74eaaca973a0a2f3b661e344b64d953e6061eb35d119faf396f348a484c9948f,log_whale_99,,,losing,5.544372785447466e-07,11084410.77686613,54031941.74491671,230,inf,inf,inf,4
11915,11915,lido-snapshot.eth,0x74eaaca973a0a2f3b661e344b64d953e6061eb35d119faf396f348a484c9948f,top_10,4.654110086706602,1.2869940096555956,losing,5.544372785447466e-07,11084410.77686613,54031941.74491671,230,2.883980050683022,13.42236064374447,3.71166504919529,4
11916,11916,lido-snapshot.eth,0xfd8e428232216cdcfa4634d90aadb8b0d3db79b9c769f1c598d238d0fb28367c,top_mdc_log,,,losing,0.0334911085007165,356.9939112750721,894.485852413604,12,inf,inf,inf,1
11917,11917,lido-snapshot.eth,0xfd8e428232216cdcfa4634d90aadb8b0d3db79b9c769f1c598d238d0fb28367c,linear_weight,6.275137262523687,1.1165929741023273,losing,0.0334911085007165,356.9939112750721,894.485852413604,12,0.9583774954080584,6.01395033299923,1.0701175779104233,1
11918,11918,lido-snapshot.eth,0xfd8e428232216cdcfa4634d90aadb8b0d3db79b9c769f1c598d238d0fb28367c,whale_90,,,losing,0.0334911085007165,356.9939112750721,894.485852413604,12,inf,inf,inf,1
11919,11919,lido-snapshot.eth,0xfd8e428232216cdcfa4634d90aadb8b0d3db79b9c769f1c598d238d0fb28367c,whale_99,,,losing,0.0334911085007165,356.9939112750721,894.485852413604,12,inf,inf,inf,1
11920,11920,lido-snapshot.eth,0xfd8e428232216cdcfa4634d90aadb8b0d3db79b9c769f1c598d238d0fb28367c,log_whale_99,,,losing,0.0334911085007165,356.9939112750721,894.485852413604,12,inf,inf,inf,1
11921,11921,lido-snapshot.eth,0xfd8e428232216cdcfa4634d90aadb8b0d3db79b9c769f1c598d238d0fb28367c,top_10,6.275137262523687,1.116592974102327,losing,0.0334911085007165,356.9939112750721,894.485852413604,12,0.9583774954080582,6.013950332999229,1.070117577910423,1
11922,11922,lido-snapshot.eth,0xbfc4ba2d1f76996f9a7271e40066388099b7477879259ec2a2de128820673f59,top_mdc_log,1.1983996017145746,1.004911513305498,losing,4.253447904782821e-07,20000000.0,70430679.78299247,170,20.277993753552437,24.301139637827873,20.377589389681816,2
11923,11923,lido-snapshot.eth,0xbfc4ba2d1f76996f9a7271e40066388099b7477879259ec2a2de128820673f59,linear_weight,3.737538950060776,1.1867385683798757,losing,4.253447904782821e-07,20000000.0,70430679.78299247,170,2.352213487029076,8.79148952662945,2.7914624661207204,2
11924,11924,lido-snapshot.eth,0xbfc4ba2d1f76996f9a7271e40066388099b7477879259ec2a2de128820673f59,whale_90,3.737275955862265,1.1866549472825678,losing,4.253447904782821e-07,20000000.0,70430679.78299247,170,2.352269366383553,8.791079744696617,2.791332080960274,2
11925,11925,lido-snapshot.eth,0xbfc4ba2d1f76996f9a7271e40066388099b7477879259ec2a2de128820673f59,whale_99,1.308002888579728,1.0070276468457493,losing,4.253447904782821e-07,20000000.0,70430679.78299247,170,4.036640748381615,5.279937759041786,4.065008834004402,2
11926,11926,lido-snapshot.eth,0xbfc4ba2d1f76996f9a7271e40066388099b7477879259ec2a2de128820673f59,log_whale_99,1.1983996017145746,1.004911513305498,losing,4.253447904782821e-07,20000000.0,70430679.78299247,170,20.277993753552437,24.301139637827873,20.377589389681816,2
11927,11927,lido-snapshot.eth,0xbfc4ba2d1f76996f9a7271e40066388099b7477879259ec2a2de128820673f59,top_10,3.734464618636521,1.18576353841343,losing,4.253447904782821e-07,20000000.0,70430679.78299247,170,2.352828159928322,8.786553516983988,2.7898978441953663,2
11928,11928,lido-snapshot.eth,0xdeb8cd8a6535a73fd9f8d437538bf4fd5fc96ffc1d5821dbe8c0aedcc777034f,top_mdc_log,1.0,1.0,losing,1.2763990116844506e-06,18279999.0,23470186.40824983,138,,,,1
11929,11929,lido-snapshot.eth,0xdeb8cd8a6535a73fd9f8d437538bf4fd5fc96ffc1d5821dbe8c0aedcc777034f,linear_weight,1.0,1.0,losing,1.2763990116844506e-06,18279999.0,23470186.40824983,138,,,,1
11930,11930,lido-snapshot.eth,0xdeb8cd8a6535a73fd9f8d437538bf4fd5fc96ffc1d5821dbe8c0aedcc777034f,whale_90,1.0,1.0,losing,1.2763990116844506e-06,18279999.0,23470186.40824983,138,,,,1
11931,11931,lido-snapshot.eth,0xdeb8cd8a6535a73fd9f8d437538bf4fd5fc96ffc1d5821dbe8c0aedcc777034f,whale_99,1.0,1.0,losing,1.2763990116844506e-06,18279999.0,23470186.40824983,138,,,,1
11932,11932,lido-snapshot.eth,0xdeb8cd8a6535a73fd9f8d437538bf4fd5fc96ffc1d5821dbe8c0aedcc777034f,log_whale_99,1.0,1.0,losing,1.2763990116844506e-06,18279999.0,23470186.40824983,138,,,,1
11933,11933,lido-snapshot.eth,0xdeb8cd8a6535a73fd9f8d437538bf4fd5fc96ffc1d5821dbe8c0aedcc777034f,top_10,1.0,1.0,losing,1.2763990116844506e-06,18279999.0,23470186.40824983,138,,,,1
11934,11934,lido-snapshot.eth,0xd9d13bb5c9a2be4a17d75b007a16ae3f1b799af4b33717e646a8aa11da19992e,top_mdc_log,1.199447647228563,1.0016870907898685,losing,5.545177736735694e-07,20078665.12,54024098.33877575,156,19.7847094386816,23.730723187327385,19.81808803975582,2
11935,11935,lido-snapshot.eth,0xd9d13bb5c9a2be4a17d75b007a16ae3f1b799af4b33717e646a8aa11da19992e,linear_weight,3.013688212927757,1.083969497720732,losing,5.545177736735694e-07,20078665.12,54024098.33877575,156,2.2166874259710307,6.680404767394065,2.4028215557336807,2
11936,11936,lido-snapshot.eth,0xd9d13bb5c9a2be4a17d75b007a16ae3f1b799af4b33717e646a8aa11da19992e,whale_90,3.0134944942295485,1.0838994550946754,losing,5.545177736735694e-07,20078665.12,54024098.33877575,156,2.2167619317770013,6.680199876427651,2.402747049927712,2
11937,11937,lido-snapshot.eth,0xd9d13bb5c9a2be4a17d75b007a16ae3f1b799af4b33717e646a8aa11da19992e,whale_99,1.210541585026576,1.0006018814207,losing,5.545177736735694e-07,20078665.12,54024098.33877575,156,4.301639273762703,5.207313224673271,4.304228350520134,2
11938,11938,lido-snapshot.eth,0xd9d13bb5c9a2be4a17d75b007a16ae3f1b799af4b33717e646a8aa11da19992e,log_whale_99,1.199447647228563,1.0016870907898685,losing,5.545177736735694e-07,20078665.12,54024098.33877575,156,19.7847094386816,23.730723187327385,19.81808803975582,2
11939,11939,lido-snapshot.eth,0xd9d13bb5c9a2be4a17d75b007a16ae3f1b799af4b33717e646a8aa11da19992e,top_10,3.01299765168478,1.083715967283222,losing,5.545177736735694e-07,20078665.12,54024098.33877575,156,2.2169481962919235,6.6796597093343735,2.402542158961296,2
11940,11940,lido-snapshot.eth,0xfc51ff575ded159f2c65733f68e35ac4a2a2c721bbe07f72778752e0a5f5db0b,top_mdc_log,1.224447077878128,1.0024565344909886,losing,4.913671231125848e-07,17718000.0,60967291.718204595,202,19.608112052083015,24.00909550487995,19.656280055642128,2
11941,11941,lido-snapshot.eth,0xfc51ff575ded159f2c65733f68e35ac4a2a2c721bbe07f72778752e0a5f5db0b,linear_weight,3.1018086068186266,1.0276311458676188,losing,4.913671231125848e-07,17718000.0,60967291.718204595,202,2.235351130366326,6.933631375432015,2.2971164435148244,2
11942,11942,lido-snapshot.eth,0xfc51ff575ded159f2c65733f68e35ac4a2a2c721bbe07f72778752e0a5f5db0b,whale_90,3.1017494302581854,1.027614250419755,losing,4.913671231125848e-07,17718000.0,60967291.718204595,202,2.235369756817818,6.933556869626046,2.297097817063332,2
11943,11943,lido-snapshot.eth,0xfc51ff575ded159f2c65733f68e35ac4a2a2c721bbe07f72778752e0a5f5db0b,whale_99,1.986387621150172,1.010955902492468,losing,4.913671231125848e-07,17718000.0,60967291.718204595,202,2.822214737534523,5.6060124188661575,2.853134647011757,2
11944,11944,lido-snapshot.eth,0xfc51ff575ded159f2c65733f68e35ac4a2a2c721bbe07f72778752e0a5f5db0b,log_whale_99,1.5428320362223824,1.0064878359918863,losing,4.913671231125848e-07,17718000.0,60967291.718204595,202,3.4021120518445964,5.248887464404106,3.4241843968629837,2
11945,11945,lido-snapshot.eth,0xfc51ff575ded159f2c65733f68e35ac4a2a2c721bbe07f72778752e0a5f5db0b,top_10,3.1006652420406313,1.02725117989861,losing,4.913671231125848e-07,17718000.0,60967291.718204595,202,2.235760912299156,6.932346150279046,2.296688035130501,2
11946,11946,lido-snapshot.eth,0xf9ea35a74376178f680b2d3d6c26174be1853a487fcec9cda6880a05198f33db,top_mdc_log,1.2990548394018295,1.0021426277929868,losing,2.3051078724288095e-06,5231199.44686613,12996061.092783025,659,18.36019568145275,23.850901052355766,18.39953474700451,2
11947,11947,lido-snapshot.eth,0xf9ea35a74376178f680b2d3d6c26174be1853a487fcec9cda6880a05198f33db,linear_weight,3.012609063721716,1.1562179615346984,losing,2.3051078724288095e-06,5231199.44686613,12996061.092783025,659,2.1892506629228587,6.5953563898801795,2.5312509387731548,2
11948,11948,lido-snapshot.eth,0xf9ea35a74376178f680b2d3d6c26174be1853a487fcec9cda6880a05198f33db,whale_90,3.0122168577323096,1.1560712082863644,losing,2.3051078724288095e-06,5231199.44686613,12996061.092783025,659,2.1893996745347977,6.5949466079473495,2.5311019271612167,2
11949,11949,lido-snapshot.eth,0xf9ea35a74376178f680b2d3d6c26174be1853a487fcec9cda6880a05198f33db,whale_99,2.857033673886729,1.1075862296897014,losing,2.3051078724288095e-06,5231199.44686613,12996061.092783025,659,2.254331484436989,6.440700963139534,2.496866509318352,2
11950,11950,lido-snapshot.eth,0xf9ea35a74376178f680b2d3d6c26174be1853a487fcec9cda6880a05198f33db,log_whale_99,2.897409525327114,1.0674472253709344,losing,2.3051078724288095e-06,5231199.44686613,12996061.092783025,659,2.571633085608483,7.451074197888375,2.7450826019048695,2
11951,11951,lido-snapshot.eth,0xf9ea35a74376178f680b2d3d6c26174be1853a487fcec9cda6880a05198f33db,top_10,3.010248036501721,1.155310906717354,losing,2.3051078724288095e-06,5231199.44686613,12996061.092783025,659,2.1901633590459824,6.592934951186181,2.5303196161985393,2
11952,11952,lido-snapshot.eth,0x9382624eeee68a175dd7d1438347dbad4899ba0d2bfcf7c3955f087cb9f5cfc4,top_mdc_log,3.86106962951716,1.2529563543681277,losing,6.324425638610025e-07,11886156.44686613,47367657.471776195,263,10.059503838419912,38.840444758534424,12.6041192561388,4
11953,11953,lido-snapshot.eth,0x9382624eeee68a175dd7d1438347dbad4899ba0d2bfcf7c3955f087cb9f5cfc4,linear_weight,5.4097885726321895,1.3876686360293229,losing,6.324425638610025e-07,11886156.44686613,47367657.471776195,263,2.697138115763664,14.590946957468985,3.7427339702844615,4
11954,11954,lido-snapshot.eth,0x9382624eeee68a175dd7d1438347dbad4899ba0d2bfcf7c3955f087cb9f5cfc4,whale_90,5.407426205791666,1.3870618010309954,losing,6.324425638610025e-07,11886156.44686613,47367657.471776195,263,2.6973243802785873,14.5855825394392,3.741355612874031,4
11955,11955,lido-snapshot.eth,0x9382624eeee68a175dd7d1438347dbad4899ba0d2bfcf7c3955f087cb9f5cfc4,whale_99,,,losing,6.324425638610025e-07,11886156.44686613,47367657.471776195,263,inf,inf,inf,4
11956,11956,lido-snapshot.eth,0x9382624eeee68a175dd7d1438347dbad4899ba0d2bfcf7c3955f087cb9f5cfc4,log_whale_99,,,losing,6.324425638610025e-07,11886156.44686613,47367657.471776195,263,inf,inf,inf,4
11957,11957,lido-snapshot.eth,0x9382624eeee68a175dd7d1438347dbad4899ba0d2bfcf7c3955f087cb9f5cfc4,top_10,4.950310139097808,1.288870485236703,losing,6.324425638610025e-07,11886156.44686613,47367657.471776195,263,2.755178138613701,13.638986274600027,3.5510677844285965,4
11958,11958,lido-snapshot.eth,0x1d38c11b27590ab5c69ca21c5d2545d53b7f5150dada7e05f89d500ede5becad,top_mdc_log,3.877442860311573,1.2547078006352266,losing,6.327325275619879e-07,11886156.44686613,47345950.19315651,270,9.867036715149878,38.25887106359004,12.380247935652733,4
11959,11959,lido-snapshot.eth,0x1d38c11b27590ab5c69ca21c5d2545d53b7f5150dada7e05f89d500ede5becad,linear_weight,5.37454448739072,1.3866615545630705,losing,6.327325275619879e-07,11886156.44686613,47345950.19315651,270,2.6962626725435253,14.491183683276171,3.738803789019584,4
11960,11960,lido-snapshot.eth,0x1d38c11b27590ab5c69ca21c5d2545d53b7f5150dada7e05f89d500ede5becad,whale_90,5.372744134317481,1.3861938429762055,losing,6.327325275619879e-07,11886156.44686613,47345950.19315651,270,2.6963930577039714,14.487029984593388,3.7377234548330303,4
11961,11961,lido-snapshot.eth,0x1d38c11b27590ab5c69ca21c5d2545d53b7f5150dada7e05f89d500ede5becad,whale_99,,,losing,6.327325275619879e-07,11886156.44686613,47345950.19315651,270,inf,inf,inf,4
11962,11962,lido-snapshot.eth,0x1d38c11b27590ab5c69ca21c5d2545d53b7f5150dada7e05f89d500ede5becad,log_whale_99,,,losing,6.327325275619879e-07,11886156.44686613,47345950.19315651,270,inf,inf,inf,4
11963,11963,lido-snapshot.eth,0x1d38c11b27590ab5c69ca21c5d2545d53b7f5150dada7e05f89d500ede5becad,top_10,4.920047615665824,1.2886632104727411,losing,6.327325275619879e-07,11886156.44686613,47345950.19315651,270,2.753930166363716,13.54946754872799,3.5488884896039963,4
11964,11964,lido-snapshot.eth,0x54677d5196806e4bd05a55f204dc420208ebff2440a0db6b69f5a3c949506724,top_mdc_log,1.3121169612072383,1.004063569789764,losing,5.733399308535665e-07,18229999.0,52250543.04335753,119,18.197549507021904,23.87731336057186,18.271496519446373,2
11965,11965,lido-snapshot.eth,0x54677d5196806e4bd05a55f204dc420208ebff2440a0db6b69f5a3c949506724,linear_weight,2.8343353933172737,1.039761181522992,losing,5.733399308535665e-07,18229999.0,52250543.04335753,119,2.222834154963494,6.300257518887523,2.311216667294504,2
11966,11966,lido-snapshot.eth,0x54677d5196806e4bd05a55f204dc420208ebff2440a0db6b69f5a3c949506724,whale_90,2.8342781248297912,1.0397440892922234,losing,5.733399308535665e-07,18229999.0,52250543.04335753,119,2.2228527814149857,6.3001830130815515,2.31119804084301,2
11967,11967,lido-snapshot.eth,0x54677d5196806e4bd05a55f204dc420208ebff2440a0db6b69f5a3c949506724,whale_99,1.334100398165653,1.0023507586861242,losing,5.733399308535665e-07,18229999.0,52250543.04335753,119,3.9459485560655594,5.264291539788246,3.9552245289087296,2
11968,11968,lido-snapshot.eth,0x54677d5196806e4bd05a55f204dc420208ebff2440a0db6b69f5a3c949506724,log_whale_99,1.3121169612072383,1.004063569789764,losing,5.733399308535665e-07,18229999.0,52250543.04335753,119,18.197549507021904,23.87731336057186,18.271496519446373,2
11969,11969,lido-snapshot.eth,0x54677d5196806e4bd05a55f204dc420208ebff2440a0db6b69f5a3c949506724,top_10,2.83420548765926,1.0397099056900212,losing,5.733399308535665e-07,18229999.0,52250543.04335753,119,2.2228900343179707,6.300127133727074,2.3111607879400253,2
11970,11970,lido-snapshot.eth,0xa2cd54039590f84c96904b7fc057cc2fb849515496a0240efff164587ad54f13,top_mdc_log,1.1567644274145938,1.0019933836060462,losing,4.618291971583667e-07,20010000.0,64866671.31456218,144,20.902836695313457,24.17965792119503,20.94450406730175,2
11971,11971,lido-snapshot.eth,0xa2cd54039590f84c96904b7fc057cc2fb849515496a0240efff164587ad54f13,linear_weight,3.055556709295034,1.121771202385749,losing,4.618291971583667e-07,20010000.0,64866671.31456218,144,2.242280170321464,6.851414218544961,2.5153253227472305,2
11972,11972,lido-snapshot.eth,0xa2cd54039590f84c96904b7fc057cc2fb849515496a0240efff164587ad54f13,whale_90,3.0552299865019217,1.1216488422801372,losing,4.618291971583667e-07,20010000.0,64866671.31456218,144,2.2423919290304184,6.851023063063623,2.5151763111352925,2
11973,11973,lido-snapshot.eth,0xa2cd54039590f84c96904b7fc057cc2fb849515496a0240efff164587ad54f13,whale_99,1.2577211652011242,1.0042146902492872,losing,4.618291971583667e-07,20010000.0,64866671.31456218,144,4.171924665570259,5.247117951512337,4.189508035778999,2
11974,11974,lido-snapshot.eth,0xa2cd54039590f84c96904b7fc057cc2fb849515496a0240efff164587ad54f13,log_whale_99,1.1567644274145938,1.0019933836060462,losing,4.618291971583667e-07,20010000.0,64866671.31456218,144,20.902836695313457,24.17965792119503,20.94450406730175,2
11975,11975,lido-snapshot.eth,0xa2cd54039590f84c96904b7fc057cc2fb849515496a0240efff164587ad54f13,top_10,3.055037565256395,1.1215793604977138,losing,4.618291971583667e-07,20010000.0,64866671.31456218,144,2.2424478083848953,6.85076229274273,2.515083178877831,2
11976,11976,lido-snapshot.eth,0xd460ea50072deb6bc428064a118dfd499714d4a7865552b4047eba3199663596,top_mdc_log,4.252251802319225,1.206740626657722,losing,5.331759306278324e-07,17718000.0,56186562.47341128,784,6.89971260726452,29.339315369725227,8.32616351544857,3
11977,11977,lido-snapshot.eth,0xd460ea50072deb6bc428064a118dfd499714d4a7865552b4047eba3199663596,linear_weight,4.661983136261582,1.3488151084557225,losing,5.331759306278324e-07,17718000.0,56186562.47341128,784,2.459781244397163,11.467458680272102,3.317790105938911,3
11978,11978,lido-snapshot.eth,0xd460ea50072deb6bc428064a118dfd499714d4a7865552b4047eba3199663596,whale_90,4.661841821300248,1.3487746053862089,losing,5.331759306278324e-07,17718000.0,56186562.47341128,784,2.459799870848655,11.467197909951208,3.3177156001329418,3
11979,11979,lido-snapshot.eth,0xd460ea50072deb6bc428064a118dfd499714d4a7865552b4047eba3199663596,whale_99,4.127217596763748,1.2306553918854863,losing,5.331759306278324e-07,17718000.0,56186562.47341128,784,2.573886886239052,10.622991248965263,3.1675677746534348,3
11980,11980,lido-snapshot.eth,0xd460ea50072deb6bc428064a118dfd499714d4a7865552b4047eba3199663596,log_whale_99,4.624071818025426,1.205237491705608,losing,5.331759306278324e-07,17718000.0,56186562.47341128,784,2.6526954025030136,12.266254052519798,3.19712795317173,3
11981,11981,lido-snapshot.eth,0xd460ea50072deb6bc428064a118dfd499714d4a7865552b4047eba3199663596,top_10,4.4184374965067805,1.2866862659616882,losing,5.331759306278324e-07,17718000.0,56186562.47341128,784,2.4994555860757828,11.043688282370567,3.216015174984932,3
11982,11982,lido-snapshot.eth,0x7ea98c84bc30c8b4dc6422e1cb98ca7ee48838fc3f5e2fbcc7b2dfa972fd33a9,top_mdc_log,1.2536519569798714,1.0020271213854497,losing,5.198529953080478e-07,20078665.12,57626527.12578521,276,19.13989894092083,23.994771763682365,19.17869783937931,2
11983,11983,lido-snapshot.eth,0x7ea98c84bc30c8b4dc6422e1cb98ca7ee48838fc3f5e2fbcc7b2dfa972fd33a9,linear_weight,2.6721239922274034,1.1229346170149368,losing,5.198529953080478e-07,20078665.12,57626527.12578521,276,2.2190902382135396,5.929684266448023,2.491893246769906,2
11984,11984,lido-snapshot.eth,0x7ea98c84bc30c8b4dc6422e1cb98ca7ee48838fc3f5e2fbcc7b2dfa972fd33a9,whale_90,2.671832705938636,1.122818282155552,losing,5.198529953080478e-07,20078665.12,57626527.12578521,276,2.2192206233739853,5.929386243224142,2.4917814880609512,2
11985,11985,lido-snapshot.eth,0x7ea98c84bc30c8b4dc6422e1cb98ca7ee48838fc3f5e2fbcc7b2dfa972fd33a9,whale_99,2.2980888064127334,1.005394960876968,losing,5.198529953080478e-07,20078665.12,57626527.12578521,276,2.434058114886284,5.593681707978248,2.4471897631883617,2
11986,11986,lido-snapshot.eth,0x7ea98c84bc30c8b4dc6422e1cb98ca7ee48838fc3f5e2fbcc7b2dfa972fd33a9,log_whale_99,1.784634023158032,1.0044742036134462,losing,5.198529953080478e-07,20078665.12,57626527.12578521,276,3.005741164088249,5.364147946238519,3.0191894620656967,2
11987,11987,lido-snapshot.eth,0x7ea98c84bc30c8b4dc6422e1cb98ca7ee48838fc3f5e2fbcc7b2dfa972fd33a9,top_10,2.6657906979668295,1.1202801423344355,losing,5.198529953080478e-07,20078665.12,57626527.12578521,276,2.2220704704523087,5.923574790358542,2.4893414229154582,2
11988,11988,lido-snapshot.eth,0xfe5b203c3c250971361ea77b2a9e254ea64c46fb6566598d681e9d2dad8b133f,top_mdc_log,1.0,1.0,losing,1.0418589741284733e-06,20010000.0,28753721.45313577,33,,,,1
11989,11989,lido-snapshot.eth,0xfe5b203c3c250971361ea77b2a9e254ea64c46fb6566598d681e9d2dad8b133f,linear_weight,1.0,1.0,losing,1.0418589741284733e-06,20010000.0,28753721.45313577,33,,,,1
11990,11990,lido-snapshot.eth,0xfe5b203c3c250971361ea77b2a9e254ea64c46fb6566598d681e9d2dad8b133f,whale_90,1.0,1.0,losing,1.0418589741284733e-06,20010000.0,28753721.45313577,33,,,,1
11991,11991,lido-snapshot.eth,0xfe5b203c3c250971361ea77b2a9e254ea64c46fb6566598d681e9d2dad8b133f,whale_99,1.0,1.0,losing,1.0418589741284733e-06,20010000.0,28753721.45313577,33,,,,1
11992,11992,lido-snapshot.eth,0xfe5b203c3c250971361ea77b2a9e254ea64c46fb6566598d681e9d2dad8b133f,log_whale_99,1.0,1.0,losing,1.0418589741284733e-06,20010000.0,28753721.45313577,33,,,,1
11993,11993,lido-snapshot.eth,0xfe5b203c3c250971361ea77b2a9e254ea64c46fb6566598d681e9d2dad8b133f,top_10,1.0,1.0,losing,1.0418589741284733e-06,20010000.0,28753721.45313577,33,,,,1
11994,11994,lido-snapshot.eth,0x1a7b390de079ffbb42c17f409803ee5ab693a0fda5fd2b352dafc6033d464f81,top_mdc_log,1.1852076687796087,1.003667505283104,losing,5.523130456952993e-07,15863332.0,54239752.200361386,696,20.72650007903576,24.565206840634342,20.80251462757587,2
11995,11995,lido-snapshot.eth,0x1a7b390de079ffbb42c17f409803ee5ab693a0fda5fd2b352dafc6033d464f81,linear_weight,3.5751858528976848,1.111110660967853,losing,5.523130456952993e-07,15863332.0,54239752.200361386,696,2.2988300770521164,8.218744769692421,2.5542546063661575,2
11996,11996,lido-snapshot.eth,0x1a7b390de079ffbb42c17f409803ee5ab693a0fda5fd2b352dafc6033d464f81,whale_90,3.574883630485774,1.1110179344765705,losing,5.523130456952993e-07,15863332.0,54239752.200361386,696,2.298904582858085,8.218316361308096,2.5541242212057114,2
11997,11997,lido-snapshot.eth,0x1a7b390de079ffbb42c17f409803ee5ab693a0fda5fd2b352dafc6033d464f81,whale_99,3.5589973185794537,1.1061163081328331,losing,5.523130456952993e-07,15863332.0,54239752.200361386,696,2.3027602583169937,8.195517584681511,2.547120675444603,2
11998,11998,lido-snapshot.eth,0x1a7b390de079ffbb42c17f409803ee5ab693a0fda5fd2b352dafc6033d464f81,log_whale_99,4.162348976144997,1.0915007262870149,losing,5.523130456952993e-07,15863332.0,54239752.200361386,696,2.442793920636177,10.167760774493216,2.666311338543892,2
11999,11999,lido-snapshot.eth,0x1a7b390de079ffbb42c17f409803ee5ab693a0fda5fd2b352dafc6033d464f81,top_10,3.569664381703559,1.1094028998651695,losing,5.523130456952993e-07,15863332.0,54239752.200361386,696,2.300152555108071,8.210772648453712,2.551795914769173,2
12000,12000,lido-snapshot.eth,0xe964fb2b0ad887673a0748b025c68a957a4b05b604d306bdc66125e7b758e524,top_mdc_log,1.2139308324461582,1.0020748784096551,losing,5.366466118396115e-07,20000000.0,55823184.33511941,274,18.85197125375271,22.88498915731907,18.89108680188656,2
12001,12001,lido-snapshot.eth,0xe964fb2b0ad887673a0748b025c68a957a4b05b604d306bdc66125e7b758e524,linear_weight,2.949311600136041,1.0376887903561036,losing,5.366466118396115e-07,20000000.0,55823184.33511941,274,2.21804715692997,6.541712209582326,2.301642671227455,2
